country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Spain,"Smoky aromas of black plum, wild berry and clove precede a rich, layered, saturated palate that's creamy in the long run. Woody, spicy flavors of clove, pepper, chocolate and plum finish similarly, meaning this superb blend of Tempranillo, Merlot and Cabernet Sauvignon is still in a youthful phase. Drink from 2018–2030.",Valbueno 5,94,190.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Vega Sicilia 2010 Valbueno 5  (Ribera del Duero),Red Blend,Vega Sicilia
US,"Ripe and generous in aroma and flavor, this full-bodied wine tastes like fresh peaches, pears and apples subtly accented by vanilla and nutmeg. The texture is very smooth, almost soft, with a hint of citrus to brighten the finish.",,87,15.0,California,California,California Other,Jim Gordon,@gordone_cellars,The Crusher 2013 Viognier (California),Viognier,The Crusher
France,"Ths wine has firm tannins although these are well balanced by ample fruits and rich red-cherry flavors. It's a big wine, bold with fruit as well as tannins, a generous texture that just needs some time. Drink from 2017.",Domaine des Versauds,90,17.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2014 Domaine des Versauds  (Morgon),Gamay,Georges Duboeuf
Spain,"Grapy aromas of cassis and blackberry are fairly foxy, with a whiff of wet animal fur. An intense palate is held together by firm, rubbery tannins. Black cherry and dark-plum flavors are lasting on a finish that's ripped with intensity. Best from 2019–2024.",,91,80.0,Northern Spain,Bierzo,,Michael Schachner,@wineschach,Paixar 2015 Mencía (Bierzo),Mencía,Paixar
Chile,"Raspberry and cocoa aromas are dusty and subdued. A tight, tannic palate is driving, while flavors of citrus and red plum come with spice and oak notes. A spice component with sharp acidity carry onto a firm, chalky finish.",Quinel Single Vineyard Estate Bottled,84,18.0,Bío Bío Valley,,,Michael Schachner,@wineschach,Veranda 2013 Quinel Single Vineyard Estate Bottled Pinot Noir (Bío Bío Valley),Pinot Noir,Veranda
France,"Bright and vivid, this crisp wine is made without oak. It is all fruitiness, crisp apples and grapefruit, with a tangy orange zest texture. It's ready to drink.",,85,15.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Louis Jadot 2013  Mâcon-Villages,Chardonnay,Louis Jadot
Chile,"Melon and apple aromas are simple. This has a soft, melony mouthfeel and flavors of tropical fruits and honeydew. The finish is chubby, sweet-tasting and tropical-leaning.",Selection,84,9.0,Curicó Valley,,,Michael Schachner,@wineschach,Patagón 2013 Selection Chardonnay (Curicó Valley),Chardonnay,Patagón
France,"Lemon and green apple are the chief flavors of this easy Riesling that provides honest and uncomplicated refreshment. It finishes dry, with a fresh, lemony aftertaste.",Tradition,87,19.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Bernhard & Reibel 2014 Tradition Riesling (Alsace),Riesling,Domaine Bernhard & Reibel
France,"This Merlot, Cabernet Franc and Cabernet Sauvignon blend is ripe with attractive vanilla flavors from the wood aging that complement the red berry fruits. It is spicy, toasty and has a soft structure. Give it time for the wood to allow the fruit more space, but it will be a generous wine.",,87,18.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château des Augustins 2012  Côtes de Bordeaux,Bordeaux-style Red Blend,Château des Augustins
US,"The very fine Allen Vineyard, on Westside Road in the tenderloin of the appellation, has produced a high-quality Chardonnay that is capable of some bottle aging. Dry and savory, it shows a strong mineral component to the pie filling limes, lemondrop, apple, fig and roasted hazelnut flavors. Should develop before fading, over the next 5 years.",Allen Vineyard,92,48.0,California,Russian River Valley,Sonoma,,,Williams Selyem 2005 Allen Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem
Italy,"Aromas of underbrush, tilled earth, mature dark-skinned berry and rose lead the nose. The ripe, smoothly textured palate doles out raspberry jam, clove, star anise and a hint of orange peel alongside velvety tannins. Drink through 2022.",Albe,90,38.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,G D Vajra 2012 Albe  (Barolo),Nebbiolo,G D Vajra
France,"A terrific value, Borlais's white is subtle and floral on the nose, then full bodied, broad and weighty on the palate, with flavors of melon, pineapple and a dry, stony note that lingers on the finish. Drink now.",Tête du Rhône,89,14.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Philippe Borlais 2010 Tête du Rhône White (Côtes du Rhône),Rhône-style White Blend,Philippe Borlais
Portugal,"This is a light and simply fruity wine, showing lively acidity and black currant fruit tones. It is soft on the palate and only lightly disturbed by a dry tannic background. Drink now.",Vinha Padre Pedro Tinto,84,9.0,Tejo,,,Roger Voss,@vossroger,Casa Cadaval 2012 Vinha Padre Pedro Tinto Red (Tejo),Portuguese Red,Casa Cadaval
Portugal,"This is a rich and juicy wine, balancing the firm tannins of the Baga with richer fruitiness of Touriga Nacional and Tinta Roriz. It is still young, still showing layers of firm tannins although with plenty of development potential. Drink from 2017.",Marquês de Marialva Reserva,89,15.0,Bairrada,,,Roger Voss,@vossroger,Adega de Cantanhede 2012 Marquês de Marialva Reserva Red (Bairrada),Portuguese Red,Adega de Cantanhede
Uruguay,Leather and a mild green funkiness surround spicy berry and cherry aromas. This feels rather heavy and lacking in agility. Grapey flavors of baked berry fruits are overweight on a savory-tasting finish.,Puerto Carmelo,85,16.0,Uruguay,,,Michael Schachner,@wineschach,Narbona 2015 Puerto Carmelo Tannat (Uruguay),Tannat,Narbona
Chile,"At first it almost smells too Port-like, but then peppery spice enters the picture and it takes off. And while it weighs a ton and shows some aggression, it's lovable for its pure blackberry and complex spice and chocolate flavors. Long and grabby on the finish, with big tannins. Drink now, or hold through 2020.",Lacruz,92,55.0,Colchagua Valley,,,Michael Schachner,@wineschach,Estampa 2008 Lacruz Red (Colchagua Valley),Red Blend,Estampa
US,"The inaugural release of this wine, this hails largely from the esteemed Klipsun Vineyard. Alluring aromas of herb, earth, cherry liqueur and black fruit lead to sweet, sappy black-fruit flavors and burly but still well-integrated tannins. It's only going to get better with additional time in the bottle. Best after 2023.",,92,75.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Passing Time 2014 Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Passing Time
France,"From a small estate of only 10 acres, this wine with its 60% Merlot is fruity with just the right amount of tannins. It has red fruit and crisp acidity along with a dry edge. The wine is likely to age quickly, so drink from 2019.",,86,18.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Peyredon Lagravette 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Peyredon Lagravette
Spain,"After opening with prickly aromas, this medium-bodied Toro settles on fresh and edgy, with crisp red plum flavors topped with a touch of chocolaty oak. It's zesty and shows drive on the finish.",,87,19.0,Northern Spain,Toro,,Michael Schachner,@wineschach,Finca Sobreño 2009  Toro,Tinta de Toro,Finca Sobreño
Portugal,"This is spicy, with a dry, dusty character that's laid over the blackberry fruit. It is full on the palate, almost sweet in character, showing a soft, warm finish.",Boa Memória,86,,Alentejano,,,Roger Voss,@vossroger,Monte Seis Reis 2010 Boa Memória Red (Alentejano),Portuguese Red,Monte Seis Reis
US,"Light and delicate, this wine also offers a lushness to the texture, finding a balance between the two spectrums. Cranberry and strawberry dot a landscape of earthy tobacco and cola-laced oak, finishing with a bold taste of dark chocolate.",Goldrock Ridge,90,56.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,MacRostie 2014 Goldrock Ridge Pinot Noir (Sonoma Coast),Pinot Noir,MacRostie
Spain,"Young, jumpy and slightly candied, but that's just fine given the price range it's playing in. To get old-vines Garnacha for a song is not uncommon, yet this wine's thick, fruity palate goes beyond the norm. And with a round mouthfeel built on light-framed tannins, it's easygoing as can be. Drink now, but don't put it under the microscope.",Menguante,86,10.0,Northern Spain,Cariñena,,Michael Schachner,@wineschach,Viñedos y Bodegas Pablo 2007 Menguante Garnacha (Cariñena),Garnacha,Viñedos y Bodegas Pablo
US,"With oak-inspired blackberry, cherry, currant, anise and spice flavors that taste a bit jammy and direct now, this wine could benefit from a few years in the cellar. That could let all the parts meld together.",Heritage Reserve,88,50.0,California,Sonoma Valley,Sonoma,,,Schug 2005 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Schug
France,"A specialty of Chanson, this small premier cru gives a perfumed, dark and tannic wine. The dense, firm structure gives a dramatic base to the ripe black fruits, balanced acidity and a touch of wood that smoothes the wine. Drink from 2018.",Clos des Fèves Premier Cru,94,100.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Chanson 2011 Clos des Fèves Premier Cru  (Beaune),Pinot Noir,Domaine Chanson
US,"The initial entry to this wine is reminiscent of cheesecake, with a decadence to the bouquet. From there, ripe pear and toasted oak combine around a tropical edge of guava and papaya, giving complexity and lushness on the palate, before a zesty, slightly tart finish confounds and invites one in for more. Cellar through 2018.",Proprietress Reserve,92,65.0,California,Los Carneros,Napa-Sonoma,Virginie Boone,@vboone,Vine Cliff 2013 Proprietress Reserve Chardonnay (Los Carneros),Chardonnay,Vine Cliff
Italy,"Notes of dark berry, crushed flower and tobacco come together in this blend of Sangiovese and 10% Merlot. The firm palate delivers mature plum, dried cherry, coffee, licorice and toasted notes alongside a backbone of assertive tannins.",Riserva,89,32.0,Tuscany,Vino Nobile di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Gracciano della Seta 2010 Riserva  (Vino Nobile di Montepulciano),Red Blend,Gracciano della Seta
US,"An intensely fruity Petite full of plum and aromas of strawberries dipped in chocolate. Blended with 10% Mourvèdre, the wine is soft and round, with tame tannins. It finishes long, with a taste of char and Sweet Tarts, in a good way.",,88,24.0,California,Calaveras County,Sierra Foothills,Virginie Boone,@vboone,Twisted Oak 2008 Petite Sirah (Calaveras County),Petite Sirah,Twisted Oak
US,"This is a broad-shouldered, full-bodied wine that shows true varietal character in its mix of earthy, spicy strawberry and cherry notes.",,90,38.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,David Bruce 2014 Pinot Noir (Russian River Valley),Pinot Noir,David Bruce
Chile,"Fresh berry, mint, cola and herb aromas make for a classic Maipo bouquet. Feels fresh and good, with plying tannins and bright acidity. Tastes earthy, mossy and herbal, with ample berry fruit. Licorice and prune flavors carry the finish. Syrah with Cabernet, Carmenère and Petit Verdot.",Kuyen,90,30.0,Maipo Valley,,,Michael Schachner,@wineschach,Antiyal 2009 Kuyen Red (Maipo Valley),Red Blend,Antiyal
Israel,"Deep black cherry in color, this wine offers aromas of blackberry and bell pepper. There is a nice interplay of fruit and savory notes on the palate, with flavors of black cherry, plum, smoke, green pepper and eucalyptus. Slightly chewy tannins power on through a finish marked by notes of lingering fruit and smoke.",Hommage,88,38.0,Ella Valley,,,Mike DeSimone,@worldwineguys,Yaffo 2014 Hommage Syrah-Merlot (Ella Valley),Syrah-Merlot,Yaffo
Italy,"Aromas of mocha, espresso, coconut, ripe black-skinned fruit and new wood lead the nose on this hearty blend of 40% Cabernet Sauvignon, 30% Cabernet Franc, 25% Merlot and 5% Petit Verdot. The thickly concentrated palate offers up dried black cherry, roasted coffee beans, toasted oak and vanilla alongside astringent tannins.",,88,175.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Monteverro 2011 Red (Toscana),Red Blend,Monteverro
US,"The estate vineyard, planted between 1999 and 2005, includes several different blocks, named for family members. This Pinot has a pleasing softness, entering the mouth gently with light raspberry candy flavors. The fruit is wrapped in chocolaty oak.",Estate,88,34.0,Oregon,McMinnville,Willamette Valley,Paul Gregutt,@paulgwine ,Coeur de Terre 2007 Estate Pinot Noir (McMinnville),Pinot Noir,Coeur de Terre
Australia,"Made with enough skin contact to yield a gentle coppery hue, this medium-bodied wine features aromas of cantaloupe, cherry and citrus. Cherry fruit on the palate is accompanied by vaguely Pinot Noir-like notes of dried bracken and moss, then glides to a long, silky finish. Drink now.",MWC,90,15.0,Victoria,Victoria,,Joe Czerwinski,@JoeCz,McPherson Wine Company 2015 MWC Pinot Gris (Victoria),Pinot Gris,McPherson Wine Company
US,"A bit rough and scoury in texture, but otherwise this dry sparkling wine has rich, complex flavors of citrus fruits, strawberries, brioche and vanilla. Shows fine Mendocino acidity that makes it finish brisk and clean.",Blanc de Blancs,85,25.0,California,Mendocino,,,,Terra Sávia 2006 Blanc de Blancs Chardonnay (Mendocino),Chardonnay,Terra Sávia
US,"Jammy, baked black cherry gives this wine a richness of flavor and texture, while cola and clove stand idly by in support. Lively acidity preserves a freshness on the palate.",Motifs,88,45.0,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Argot 2014 Motifs Pinot Noir (Sonoma Mountain),Pinot Noir,Argot
US,"Rich and creamy, with opulent pineapple and peppery spice flavors finished with a savory edge of lemongrass. High acidity works in the wine's favor, making it mouthwatering.",Hyde Vineyards,88,27.0,California,Carneros,Napa-Sonoma,,,Selene 2007 Hyde Vineyards Sauvignon Blanc (Carneros),Sauvignon Blanc,Selene
